Aircraft,Number_Objects,Engines,Origin State,Phase,Description,Object Size,Weather,Warning,Altitude,Total Cost
G,44,2,Prince Edward Island,Climb,"RT ENG CHIN COWL IS DENTED. EVIDENCE OF BIRD PASSING THRU RT PROP, BUT NO DMG.",Large,Overcast,Y,50,7.955775782
B-737,51,2,Mississippi,Approach,HEARD BIRD IMPACT ON FISELAGE. POSTFLT INSPN REVEALED BIRD FEATHERS ON AOA VANE AND A BLOOD SMEAR IMMED BEHIND THE AOA VANE. CONTRACT MX CONTACTED TO INSPECT FOR DMG AND CLEAN REMAINS. LOCATION REPTD AS 20 MILES WEST.,Medium,No Cloud,N,5000,4.605170186
Airbus,147,2,New Jersey,Approach,8 BLADES DAMAGED. BENT BLADES. CANOE DAMAGE. COMPRESSOR BLADES DAMAGED AND L WING FLAP TRACK CANOE FAIRING DAMAGED WITH LGR DENT AND A 4 IN CRACK. ENG REMOVED & REPLACED.,Large,No Cloud,Y,150,15.10872508
B-727,47,3,Georgia,Approach,BIRDS FLEW INTO FLT PATH FROM GROUND. DAMGED FAN BLADES,Small,No Cloud,N,10,9.905784912
CIRRUS SR 20/22,44,1,New Jersey,Take-off run,HIT 4-7 GEESE AT ROTATION NEAR INXTN OF RWY 5/23 AND RWY 13/31. A/C ABORTED T/O AND TAXIED BACK TO RAMP. COSMETIC DMG.,Large,No Cloud,Y,0,9.289428778
Airbus,52,2,Ohio,Approach,"EVENT 11445. ID BY SMITHSONIAN, FAA 1844. FINAL APCH. HEARD WAS SOUNDED LIKE A BIRD IMPACTING A/C FOLLOWED BY SMELL IN THE PACKS. POST FLT FOUND AT LEAST 1 STRIKE TO THE #2 ENG AND PROBABLY 1 TO RT INNER FLAP. 10 BLADE SETS REPLACED. 5 FAN BLADES EXHIBITE",Medium,No Cloud,N,200,8.816556769
BE,31,2,South Dakota,Landing Roll,1 BLADE OF #2 PROP DAMAGED. NOT REPAIRABLE,Medium,No Cloud,N,0,7.837948916
MD,32,2,Oregon,Landing Roll,ANGLE OF ATTACK INDICATOR BROKEN OFF RT SIDE OF A/C.,Medium,Overcast,Y,0,10.33750772
C,62,2,Colorado,Approach,,Medium,No Cloud,N,150,7.706612914
PA,53,2,Maryland,Climb,CUTS AND BRUISES TO CO-PILOT'S ARMS AND CHEST PILOT AND 2 PAX HAD BIRD BLOOD ON THEM BUT NO INJURIES. RT FRONT WINDSHLD COLLAPSED INTO THE A/C. SOME DMG TO RT SIDE WINDOW. A LOT OF CLEANUP TO DO IN THE A/C FROM ENTRY THRU WNDSHLD TO REAR CABIN BULKHEAD. B,Large,No Cloud,N,1500,9.198065341
DA,33,2,Missouri,Take-off run,"A PILOT REPTD REMAINS ON RWY 1. TWR ADVISED THEY DID NOT RECEIVE ANY STRIKE REPORTS. THE REMAINS WERE FOUND AT 1220 PM. A STRIKE WITH DOLLAR GENERAL OCCURRED IN AM, ASSUME REMAINS FROM THAT STRIKE.",Large,No Cloud,N,0,12.25879317
CL,46,2,Oregon,Approach,HIT L OTBD FLAP ON OTBD EDGE DURING LDG. BENT OUTER EDGE SLIGHTLY. MINOR DMG.,Medium,No Cloud,Y,10,9.982575959
Airbus,55,2,Oregon,Take-off run,F/O NOTICED HAWK & LEVELED AT 4000 FT & 230 KTS WITH N1 VIB PEGGED OUT AT 9.9 WITH NOTICABLE VIBRATION.RETD TO FIELD ON ALERT 1 STATUS. INSPN FOUND3 BENT FAN BLADES & DMG TO ACCOUSITICAL LINER. FIRE CREW LOOKED AT ENG. TAXIED TO GATE. REPLACED 3 FAN BALDE,Medium,Overcast,Y,0,11.46034713
DA,52,2,N/A,Take-off run,ENG WAS DISASSEMBLED FOR INSPN. BORESCOPED. INSTALLED NEW INLET STATOR. REPAIRED YPASS STATOR AND FAN ASSEMBLY. COMPRESSOR WASH.,Medium,No Cloud,N,0,10.59890715
BE,56,2,Tennessee,Approach,"BIRD HIT LT ENG INBOARD EXHAUST STACK, DEFORMING STACK AND CAUSING A SMALL TEAR IN THE MATERIAL. MINOR PAINT DMG DUE TO HEAT ESCAPING FROM TEAR. ENG CONT TO OPERATE AND WAS NOT SHUT DOWN. PILOT NOTED HIGHER THAN NORMAL ITT ON GRND BUT WITHIN LIMITS. EXHAU",Large,Some Cloud,N,2400,8.29404964
B-737,43,2,Prince Edward Island,Approach,COULD NOT SEE DMG ON INSPN AFTER LANDING. LEARNED OF DMG ON SUBSEQUENT DEPARTURE WHEN VIBES WERE HIGH.,Medium,No Cloud,N,30,9.210340372
B-727,34,3,Kentucky,Approach,"ON SHORT FINAL, CAPT HEARD A BANG, AIRSPEED DROPPED 40 KTS, WINDSHEAR WARNING SOUNDED. CAPT CHECKED F/O'S AIRSPEED AND HIS LOOKED NORMAL. CAPT CONTD APCH AND LDG. PITOT TUBE WAS REPLACED. TOOK 2 MAN HRS.",Small,No Cloud,N,300,7.982757702
PA,47,1,Ohio,Approach,,Small,No Cloud,N,1500,8.452121195
B-727,47,3,Kentucky,Landing Roll,NO DMG. COST WAS FOR INSPN.,Small,No Cloud,Y,0,3.970291914
B-737,44,2,Illinois,Approach,NO DMG. SOME REMAINS BELOW F/O SWING WINDOW. LOCATION REPTD AS 25 NM SE KMDW.,Small,Some Cloud,N,5400,4.605170186
DA,54,3,Georgia,Landing Roll,IMMEDIATELY AFTER T/D AND AFTER AIRBRAKES WERE DEPLOYED 3 DEER WERE SEEN ON RWY. 1 HIT OUR L MAIN LDG GEAR AND L INBD FLAP. CONTD LDG ROLL & STOPPED  NORMALLY. ALL FLT CONTROLS WERE LEFT N THE  LDG CONFIGURATION AND TAXIED TO THE RAMP. NO INJURIES. REMOVE,Large,No Cloud,N,0,12.04036039
BE,42,2,Ohio,Take-off run,OPS AGENT CONDUCTED PYROTECHNIC HARRASSMENT 10 MINUTES PRIOR TO STRIKE. BIRD STRUCK TOP OF NACELLE AND DEFLECTED INTO RT ENG. ARPT OPS AGNT RECOVERED ONE LEG AND ONE WING FROM RWY. ENG A TOTAL LOSS.,Medium,No Cloud,Y,0,12.35021628
B-737,41,2,Maryland,Landing Roll,RIGHT AFTER T/D SAW 3 MOURNING DOVES PASS DOWN LOWER RT PORTION OF FUSELAGE. POSTFLT INSPN REVEALED ONE BIRDSTRIKE TO RT RAM AIR DOOR DEFLECTOR. FEW FEATHERS AND SOME ORGANIC TISSUE ON THE DOOR. NO DMG TO A/C. MX INSPN AND CLEANED OFF BIRD REMAINS.,Small,Overcast,Y,0,4.605170186
Learjet,40,2,Georgia,Take-off run,POSSIBLY DOVES. COST OF $4000 FOR ENG INSN AND TRAVEL COST OF INSPN TEAM.,Small,Some Cloud,Y,0,8.425954711
Airbus,53,2,Ohio,Approach,"MX INSPN PERFORMED, A/C RELEASED FOR NEXT SCHEDULED FLT. OUT OF SERVICE 1/2 HR.",Small,No Cloud,N,600,4.276666119
Airbus,63,2,Michigan,Take-off run,"ID BY SMITHSONIAN, FAA 3088. FIVE FAN BLADES DAMAGED 9BENDS/CURSL), FOUR FAN EXIT VANE PLATEFORMS DAMAGED. FAN CASE ACOUSTIC LINER SHEET TORN. OTHER COST WAS FOR OUT OF SERVICE COST FOR THE RADOME REPAIR.",Large,Overcast,N,0,12.6760294
B-737,42,2,Idaho,Approach,NO DMG. STRIKE ON OUTSIDE OF LEFT ENG COWL. SOME REMAINS FOUND ON RT MAIN LDG GEAR. COST FOR INPSN,Small,No Cloud,N,2000,5.783825182
B-737,49,2,Louisiana,Approach,NO DMG. DIDN'T SEE IT JUST HEARD IT AND FOUND SPOT AFTER WE PARKED. HIT NOSE GEAR DOOR.,Medium,Some Cloud,N,700,5.087596335
BE,46,2,North Carolina,Take-off run,"1 PROP BLADE BENT, NACELLE AND WING HAVE SEVERAL DENTS AND A SMALL HOLE ON UNDERSIDE OF WING. RT MAINT GEAR OTBD DOOR IS PARTIALLY SHEARED OFF. A/C NOT AIRWORTHY.",Large,No Cloud,N,0,12.24652337
EMB,47,2,Ohio,Approach,"WHILE LANDING AT KBKL, F/O OBSERVED A SMALL WHITE BIRD STRIKE A/C FUSELAGE JUST ABOVE R WINDSHIELD. A/C CONT AND LANDED W/O INCIDENT. MX INSPECTED IMPACT AREA AND REPTD NO DMG. A/C RETURNED TO SERVICE. FLT # REPTD AS SRY 10223.",Small,No Cloud,N,500,5.129898715
Learjet,68,2,Florida,Climb,"ID BY SMITHSONIAN, FAA 1429. #2 ENG HAD SIGNIFICANT DMG AND WAS SHUTDOWN IN FLIGHT. RETD TO ARPT. UNEVENTFUL 1 ENG LDG.  ENG WAS DAMAGED BEYOND REPAIR.",Large,Some Cloud,Y,2200,13.65962604
PA,45,2,Oregon,Climb,"BIRD HIT INSIDE L ENG COWL, THRU THE PROP. LARGE PART OF WHAT APPEARED TO BE A BIRD BREAST WAS LODGED AGAINST THE FRONTMOST CYLINDER WALLS. PROP SLIGHTLY DAMAGED. AND WAS REPLACED. BECAUSE OF PROP STRIKE, ENG WAS ALSO CHANGED OUT. PHOTOS.",Large,No Cloud,Y,500,10.9252188
B-727,52,3,Tennessee,Climb,"2 MI SE OF ARPT, HEARD LOUD BANG UNDER CENTER PANEL NEAR OUR FEET. CONTD TO DEST. FOUND DENT AND MISSING AINT AND BLOOD ABOUT 2 FT AFT OF RADOME. CLASSIFIED AS ALLOWABLE DMG.",Medium,No Cloud,N,2800,4.86753445
CL,63,2,Texas,Approach,"ID BY CAPT. DMG CONSISTED OF BENT FAN BLADE TO #2 ENG DUE TO INGESTION. CANCELLED FLT PENDING BLADE REPAIR/REPLACEMENT. BOTH PILOTS SAW HAWK 2 SECONDS BEFORE IMPACT. OVER LANDFIIL JUST OFF S END OF RWY 35L. NOTIFIED DISPATCH, MX AND MADE LOGBOOK ENTRY.",Medium,Some Cloud,N,1000,11.15625052
Citation,36,2,New York,Take-off run,"HIT L SIDE OF RADOME, LEAVING LRG DENT AND CRACK. ALSO CRACKED METAL FRAME. EAGLE WS TURNED OVER TO NYSDEC, SCOTT VAN ARSDALE, WILDLF TECH. BIRD WAS FOUND TO HAVE WEST NILE VIRUS.",Large,No Cloud,Y,0,11.0779955
PA,36,1,Georgia,Landing Roll,FEMALE DEER. WHEEL PANTS AND FAIRINGS DAMAGED ON L MAIN ONLY. NO HOURS OUT OF SVC.,Large,Some Cloud,Y,0,7.092573716
BE,51,2,Kentucky,Take-off run,"ABORTED T/O RETD TO RAMP TO ASSESS ANY DMG. NO DMG NOTED. BIRD FLEW INTO #1 PROP BETWN ENG NACELLE AND FUSELAGE. BITS OF BIRD WERE DISCOVERED ON PROP, FWD BAGGAGE DOOR, PILOT WINDSHLD, PILOT STORM WINDOW, PILOT ""D"" WINDOW AND ALONG SIDE OF FUSELAGE. A/C R",Small,Some Cloud,N,0,4.86753445
DA,53,3,Georgia,Descent,LH INBD SLAT ON WING WILL BE REPLACED. GULL? NO FEATHERS SAVED.,Medium,No Cloud,N,8000,11.34573683
B-737,45,2,Florida,Climb,"ID BY SMITHSONIAN. FAA 3735. WHOLE FEATHER, DNA. 5 NM WNW OF TPA.SAW A SMALL OBJECT PASS VERY QUICKLY BY THE L SIDE OF A/C NOSE. ALMOST SIMULTANEOUSLY I HEARD A BANG FROM L F/O SIDE OF NOSE. BIRD FEATHERS AND WHAT APPEARED TO BE BLOOD SMEARED ON F/O FRWD",Small,Some Cloud,Y,8300,6.267200549
PA,47,1,Florida,Approach,DMG TO RT WING.,Large,No Cloud,N,40,5.010635294
B-737,38,2,California,Approach,ID BY SMITHSONIAN. BIRD HIT NOSE GEAR AND DAMAGED HYDRAULIC LINES. REMAINS COLLECTED. MX PROVIDED DOWNTIME. A/C WAS DELAYED FOR NEXT FLT. NOSE GEAR STEERING WAS DISABLED. A/C  HAD TO BE TOWED TO THE APRON.,Large,Some Cloud,Y,150,6.396929655
B-717,42,2,Virginia,Climb,"BIRD SEEN ON RWY JUST PRIOR TO ROTATION. BIRD TOOK OFF JUST PRIOR TO A/C PASSING OVERHEAD. HIT L MAIN LDG GEAR BTWN TIRES. FLT CREW UNAWARE OF IMPACT UNTIL ARRIVAL AT DESTINATION. BIRD WAS FOUND LODGED IN LDG GEAR. FWD BRAKE LINES WERE BROKEN BY IMPACT, B",Large,No Cloud,N,10,9.943717372
MD,54,2,Texas,Approach,"""RESIDUE"" ON LT EYEBROW WINDOW. BOTH COPILOT, PILOT AT CONTROLS AND CAPT DUCKED AS THE BIRD LOUDLY ""SMACKED"" THE A/C.",Small,No Cloud,N,500,5.010635294
Airbus,57,2,Tennessee,Climb,"PROBABLY CANADA GOOSE. PRECAUTIONARY LDG. INGESTION. 1 FAN BLADE DMGD. REPLACED.( ENG MANU REPTS NO FAN BLD DMG. TAKE OFF ABORTED, 0 ALT, 130 KTS. )",Large,Overcast,N,100,9.500319803
CL,48,2,Michigan,Approach,BIRD HIT NOSE GEAR & WENT INTO GEAR BAY. FLT CONTD & LANDED. NO PROBLEMS. COST FOR INSPN.,Small,No Cloud,Y,400,6.582025139
B-737,47,2,Alabama,Approach,2 MILES SOUTH OF VUZ.,Small,No Cloud,N,4400,5.521460918
BE,50,2,Pennsylvania,Landing Roll,ATIS WARNING. NO DMG. ENGS WERE AT IDLE WHEN BIRDS HIT. COST WAS FOR INSPN.,Medium,Some Cloud,Y,0,7.274479559
CL,59,2,Kentucky,Approach,ATIS WARNING IS COMMON FOR THIS TIME OF YEAR. INSPN FOUND NO DMG.,Medium,Some Cloud,Y,100,4.709530201
Airbus,33,2,California,Approach,A BARN OWL WAS STRUCK IN FLARE UPON LDG. RADOME WAS DENTED.,Small,No Cloud,N,30,11.19843387
Learjet,55,2,Texas,Climb,BIRD HIT L WING AND #1 ENG INLET. PART OF REMAINS WERE INGESTED. NO DMG.,Medium,Overcast,Y,3500,6.875232087
B-727,42,3,Missouri,Take-off run,NO DMG. COST FOR INSPN ONLY.,Small,No Cloud,N,0,3.988984047
B-727,60,3,Pennsylvania,Approach,HIT AREA AROUND F/O PITOT TUBES. RT HAND AFT SIDE OF RADOME. COST FOR 1 HR INSPN.,Small,No Cloud,N,500,3.970291914
B-737,57,2,Massachusetts,Climb,L ENG CHANGED. INGESTION. (ENG MANU REPTS NO FAN BLADE DMG),Large,Overcast,N,800,12.26030512
C,46,2,Michigan,Take-off run,HAWK WAS ON CENTERLINE. WE HIT IT AT V1 AND CONTD T/O. FLEW 27 MILES NORTH TO PTK AND LANDED W/O INCIDENT. HIT & BROKE L LDG LIGHT. TRIP WAS CANCELLED AND MX REPLACED ENTIRE LIGHT.,Medium,Overcast,Y,0,9.694986278
B-757,47,2,Kentucky,Approach,EVENT 9881. CREW REPTD A BIRDSTRIKE TO #2 ENG. NO IRREGULARITIES NOTED IN INDICATIONS. BIRD HIT INSIDE NACELLE LILP. REMAINS ON CORE STATORS FROM 8-11 O'CLOCK POSITION. BORESCOPE FOUND NO INTERNAL DMG. 1 BLADE BLENDED. 4 MAN HRS TO INSPECT/REPAIR,Small,Overcast,N,1800,5.429345629
DC,48,2,Minnesota,Climb,"FLT 1493 STATED HE FLEW THRU A FLOCK OF ABOUT 50 TRUMPETER SWANS. OCCURRED OVER ARPT PROPERTY. ENG REPLACED. INGESTION. PREC. LDG. BENT BLADES, TEMP INCREASED. HIT INLET FIRST. RETD TO LAND",Large,Overcast,Y,800,10.46726609
B-757,54,2,N/A,Climb,LEADING EDGE OF WING DAMAGED. PHOTOS. PAX SAID THE BIRD WAS VISIBLE DURING THE ENTIRE FLT. A PILOT CAME OUT OF THE COCKPIT TO LOOK.,Large,No Cloud,Y,100,11.29311386
B-767,84,2,N/A,Climb,ID BY SMITHSONIAN. HIT FLOCK OF LRG BIRDS. PENETRATION. BIRD ENTERED COCKPIT. CABIN DEPRESSURIZED.  WINDSHLD WAS COVERED WITH BLOOD. BIRD DEBRIS AND INSULATION WAS SPLATTERED ON CAPT & COPILOT. 17 STRIKES FOUND. 11 PUNCTURES.  AREAS DENTED INCLUDE ABOVE W,Medium,No Cloud,N,14000,14.0791056
Airbus,36,2,Kentucky,Approach,NO DMG. COST FOR 1-HR INSPN.,Medium,No Cloud,N,50,3.970291914
C,45,1,California,Climb,DMG TO LE OF RT WING JUST OTBD OF WING STRUT. INCLUDED DENTED SKIN AND 2 BENT INTERNAL RIBS. STUDENT PILOT WAS FLYING AT THE TIME OF THE STRIKE. INSTRUCTOR TOOK CONTROL AND VERIFIED ALL PRIMARY FLT CONTROLS WERE OKAY. THEN RETD TO ARPT FOR PREC LDG. FLYIN,Large,No Cloud,N,300,7.524021415
B-737,55,2,Florida,Approach,NO DMG NOTED BY MX ON INSPN. ALL STRIKES WERE ON RT WING.,Small,Some Cloud,Y,150,5.298317367
C,56,1,Oregon,Climb,"ATIS WARNING. SAW BIRD BEFORE IMPACT BUT UNABLE TO AVOID. BIRD REPTD AS ""BIRD LOOKS LIKE A SMALL HAWK"". UPWIND.",Medium,Some Cloud,Y,200,4.49980967
DA,47,2,Florida,Climb,REPLACED INLET STATOR,Small,Overcast,N,20,11.19305072
PA,26,1,Pennsylvania,Approach,SIGNIF DMG TO WING AT POINT WHERE IT ATTACHES TO FUSELAGE. MINOR PROP DMG BUT ENG HAD TO BE TORN DOWN FOR INSPN. PHOTOS SENT.,Large,No Cloud,N,50,9.773948181
CL,41,2,Texas,Approach,,Small,Some Cloud,N,5,5.323009979
B-737,24,2,Pennsylvania,Climb,TWO FLOCKS OF SMALL BIRDS OFF DEPT END OF RWY MOVING SOUTH TO NORTH.,Small,No Cloud,Y,200,4.605170186
Learjet,39,2,Wisconsin,Climb,PILTO CONTD TO DESTINATION. 6 TURBINE BLADES DAMAGED. OPS FOUND 1 DEAD INTACT AND 1 INJURED BIRD.,Small,Some Cloud,N,50,10.41439317
PA,52,1,Colorado,Climb,"10-14"" HOLE IN UPPER LF WINDSHLD. DENT IN FUSELAGE ABOVE HOLE. BIRD WAS DARK BROWN WITH 4' WING SPAN. NO INJURIES.",Large,Some Cloud,N,500,9.058935918
B-737,38,2,New York,Approach,"ON SHORT FINAL, SAW LRG FLOCK OF BIRDS IN VICINITY OF THRESHOLD. FLOCK APPEARED TO SPLIT ON EITHER SIDE OF RWY LEAVING TD AREA CLEAR. NO EVIDENCE OF IMPACT WAS SEEN, FELT OR HEARD. WHEN DEPLANING, PAX SEATED IN REAR  SAID THERE WAS A BIRD STUCK IN THE WIN",Small,Overcast,N,30,6.520621128
Pilatus,38,1,Michigan,Descent,13NM S OF KY31 HIT A LRG HAWK WITH RT HORIZ STABIL CAUSING DAMAGE. NO INJURIES. REPLACED HORIZ STABIL AND ELEVATOR ON ONE SIDE.  PHOTOS.,Medium,No Cloud,N,4100,11.61836598
CL,33,2,Utah,Approach,"DMG TO LEFT OUTBOARD FLAP. HEIGHT REPTD AS 50-100 FT, TOOK AVG. FLAP WAS REPLACED.",Medium,No Cloud,Y,75,10.62298451
DA,41,2,West Virginia,Descent,,Large,Some Cloud,N,5000,12.05050596
CHAMP 8KCAB,47,1,Tennessee,Take-off run,"PROP DMG. ENG REMOVED FOR INSPN. 1 PROP WAS REPLACED, COST UNDER $500 (ASSUME $450).  NO ENG DMG.",Large,No Cloud,N,0,6.240275845
Citation,45,2,Ohio,Landing Roll,"$1200 for inspection repairs, $2600 in charter fees. (data entry note: no damage was reported.",Small,No Cloud,N,0,8.532869671
SA,53,2,California,Approach,"DURING LDG, PILOT HEARD A THUMP FOLLOWED BY A BURNING SMELL. RT ENG INTAKE HAD REMAINS OF BIRD. (DATA ENTRY NOTE: DAMAGE BOX NOT CHECKED ON FORM BUT COST WAS SHOWN FOR REPAIRS)",Small,Overcast,N,20,7.019296654
Hawker,51,2,Ohio,Climb,"ID BY SMITHSONIAN, FAA 4181, DNA. PILOT REPTD BIRDSTRIKE DURING T/O. RETD TO APRT. VIBRATION /NOISE STOPPED AFTER REDUCING THRUST ON AFFECTED ENG. UPON INSPN FOUND AT LEAST 3 FAN BLADES DAMAGED. 9(DATE ENTRY NOTE: FOLLOW UP CALL FOUND THAT  BLADES WERE RE",Small,No Cloud,N,20,11.801647
B-737,61,2,Oklahoma,Approach,BIRD HIT LT LOWER FUSELAGE BEHIND RADOME. NO DMG NOTED.,Small,Overcast,Y,5,5.298317367
B-757,84,2,New Jersey,Climb,"PILOT SAW GRAY BLUR BEFORE BIRD WAS INGESTED.  UNCONTAINED FAILURE, PARTS LEFT THE ENG.  REPLACED NOSE COWL DUE TO NUMEROUS HOLES AND PUNCTURES IN INNER LINER AND 2 LRG PUNCTURES IN OUTSIDE SKIN. REPLACED PRECOOLER FAN AIR AND BLEED AIR INLETS. FAN COWL R",Large,Some Cloud,Y,400,13.72528165
B-737,55,2,California,Approach,"STRUCK NOSE UNDER F/O FOOT, BOUNCED OFF OF #2 ENG COWL AND RT INBD FLAP.",Medium,Some Cloud,N,1500,6.267200549
BE,48,2,New Jersey,Approach,"BIRD TRIED TO AVOID A/C BY DIVING. HIT NOSE, PUTTING HOLE IN IT. A/C WAS PATCHED THEN FERRIED TO VERMONT FOR REPAIRS. ID BY SMITHSONIAN, FAA 1423. ON ARRIVAL TO KTEB ON DESCENT 7NM N OF WANES ITNXN. CREW HEARD STRIKE TO NOSE AREA. DAMAGED AFT PART OF NOSE",Medium,Some Cloud,N,2000,11.0098365
PA,59,2,Nebraska,Climb,"DMG TO L WING, LE. THINK IT WAS A WOOD DUCK",Medium,No Cloud,N,30,8.531293316
Pilatus,60,1,Florida,Climb,ATIS WARNING. SIGNIFICANT 3' DEEP DEFORMATION RT WING ROOT.,Large,No Cloud,Y,1500,11.94483125
B-737,56,2,Florida,Climb,SAW 2 BIRDS FLYING ACROSS RWY BUT UNABLE TO AVOID. POOR LIGHT CONDITIONS. BIRD WAS INGESTED AFTER V1. SEVERE COMPRESSOR STALLS. 1ST STAGE FAN HAD AT LEAST 2 BLADES DMGD. APPROX $250000 DMG.,Medium,No Cloud,N,50,12.64009282
C,55,2,Michigan,Approach,"WHILE ON APCH, NON FLYING PILOT SAW A SHADOW GO BY RT SIDE COCKPIT WINDOW. HE ASSUMED IT TO BE A SML BIRD. NO ENG ANOMOLIES NOTED BUT THERE WAS A SMELL IN THE COCKPIT OF BURNT HAIR & BONE. FOUND REMAINS OF A BIRD IN THE STATOR SECTION OF RT ENG. MECHANIC",Small,Overcast,Y,1700,7.392031568
Citation,35,2,New Jersey,Take-off run,"NO DMG. REMAINS WERE LEFT AT KMMU, NO WAY TO COLLECT AND MAIL TO SMITHSONIAN",Large,Overcast,N,0,5.247024072
Airbus,45,2,Ohio,Take-off run,A/C CLIMBED TO FL 290 AND BURNED OFF FUEL BEFORE LANDING. NO DMG REPTD. OUT OF SERVICE 3.5 HRS.,Small,No Cloud,N,0,8.653296274
C,52,2,Ohio,Climb,"IMMED AFTER LIFT-OFF, A FLOCK OF MED BIRDS (LINE ABREAST FORMATION) APPEARED. I PULLED NOSE UP TO CLIMB OVER FLOCK. BIRDS DISAPPARED FROM VIEW AT THE SAME TIME WE FELT A THUD. RT WING TIP HAD BEEN STRUCK.",Medium,Overcast,N,400,8.339978572
C,47,1,Florida,Climb,"BIRDS NOTED IN AFD. BIRD REPTD AS PELICAN, ASSUME BROWN FROM DATE AND LOCATION.",Large,Some Cloud,Y,380,8.138272639
DA,62,2,Texas,Climb,"NO AFFECT ON A/C PERFORMANCE OR POWER. MX INSPECT A/C AND FOUND BLOOD ON THE UNDERSIDE OF FUSELAGE. NO OTHER BIRD REMAINS FOUND AND A/C NOT DMG.
OPERATOR = TEXAS STATE TECH COLLEGE",Large,No Cloud,N,1000,4.770684624
T,33,,Texas,Climb,The aircraft sruck and killed a Coyote on runway 15R at Sheppard AFB.  The coyote was decapatated by the left main landing gear.  Minmum damage to the aircraft.,Medium,No Cloud,Y,0,4.844187086
B-777,47,2,Washington,Approach,"ID BY SMITHSONIAN, FAA 3791. DNA. BOEING TEST FLT FOR JAL B 777. HIT HAWK ON FINAL. PILOTS REPORTED SEEING THE BIRD BUT DID NOT HEAR/FEEL THE STRIKE. THEY DID NOT REPORT TO ATCT.  THEY FOUND THE STRIKE EVIDENCE AFTER LANDING. BIRD REMAINS IDENTIFIED BY WS",Medium,No Cloud,N,300,10.07398953
B-757,93,2,Florida,Climb,ATIS WARNING. ENCOUNTERED AT LEAST 20 CIRCLING VULTURES. 2 FIRST STAGE COMPRESSOR BLADES BENT AND REMAINS SCATTERED THRUOUT THE ENG INTAKE AND NACELLE. ENG CONTD TO OPERATE AT IDLE SPEED. PRECAUTIONARY LDG.,Large,Some Cloud,Y,100,14.17441571
SAAB,41,2,Michigan,Climb,,Large,Overcast,Y,2400,11.51520287
Diamond,48,2,Pennsylvania,Approach,"ON SHORT FINAL TO RWY 17, FLOCK OF GEESE AT THRESHOLD TOOK OFF INTO FLT PATH. RT ENG PROP BLADE DAMAGED BY 1 GOOSE. WINDSCREEN/CANOPY IMPACTED BY 2ND GOOSE. L WING STRUCK BY 3RD GOOSE. INSTR & STUDENT ABOARD. NO INJURIES. (DATA ENTRY NOTE: DATE NOT REPTD,",Large,Some Cloud,N,5,9.903587548
Learjet,60,2,Nebraska,Climb,"ON T/O  I SAW A BIRD CLOSE BY THE A/C RIGHT AFTER ROTATION. WE DID NOT HEAR OR FEEL AN IMPACT. AFTER LDG AT BIL, NO DMG WAS NOTICED. 2 DAYS LATER, AN A/C CLEANER FOUND EVIDENCE OF A BIRDSTRIKE ON BOTTOM OF L ENG INLET.",Small,Some Cloud,N,40,9.248406573
B-737,25,2,Hawaii,Take-off run,"ABORTED T/O DUE TO POSSIBLE BIRDSTRIKE AND RETD TO GATE.  FLOCK OF BIRDS INGESTED INTO #1 ENG. COMPRESSOR STALLED. REMAINS FOUND BY STATE RAMP CONTROL.   (DATA ENTRY NOTE: TIME OF STRIKE DIFFERED, 1 REPT HAD 1124AM, LOCAL TIME,  ANOTHER HAD 1724 PST AND A",Small,Overcast,N,0,7.301147806
DA,67,3,Washington,Approach,ON FINAL PIC SAW SEVERAL GEESE IN FLIGHT IN FRONT OF A/C AS THEY CROSSED THE THRESHOLD. HE TRIED TO PULL UP TO AVOID THEM. 1 HIT JUST BELOW PILOTS' WINDOW ON L SIDE. GLANCING BLOW. SOME SKIN DAMAGE VISIBLE. RECOVERED DEAD GOOSE FROM RWY. INTACT. A/C CAN S,Large,Some Cloud,N,100,10.44074087
Citation,66,2,Massachusetts,Take-off run,INGESTED APPROX 20 BIRDS. LANDED W/O INCIDENT. PILOT REPTD MAJOR DMG TO ENG. 1 BENT FAN BLADE FOUND.,Small,No Cloud,N,0,9.880577101
Gulfstream,82,2,Oregon,Approach,"9 CARCASSES FOUND. BOTH FLAPS WERE BROKEN, 1 WAS BARELY HANGING ON. AT 60 ' AGL, PILOT PULLED UP, BANKED AND LANDED FROM OTHER RWY. THIS WAS ALMOST A FATAL MISTAKE AS WAS SEEN THE BY AFTERMATH AND THE SEVERELY COMPROMISED FLAPS. (LETTER SENT TO OPERATOR F",Large,No Cloud,Y,25,14.02638637
C,30,2,Kansas,Take-off run,"ID BY SMITHSONIAN, FAA 3722. COYOTE OR DOMESTIC DOG. FOX WAS FOUND ON RWY. DMG TO RT MAIN GEAR DOOR. ARPT OPS REPORTED THAT A/C HIT A FOX OR COYOTE ON T/O ROLL",Large,Overcast,Y,0,10.91171916
C,47,1,Illinois,Approach,"ID BY SMITHSONIAN, FAA 3944. DNA. CRACKING TO FIBERGLASS NOSE BOWL, DAMAGE TO ENG COWLING AND CABIN AIR SCOOP. INCIDENT HAPPENED AFTER PRACTICE INSTR APROACH DURING HOLDING.",Medium,Some Cloud,N,2400,10.42620222
